outcomes,bet_price,title,date
Amy Klobuchar,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Cory Booker,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Kirsten Gillibrand,4500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Mike Pence,4500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Nikki Haley,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Michelle Obama,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Howard Schultz,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Julian Castro,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Mitt Romney,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Oprah Winfrey,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Eric Garcetti,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Hillary Clinton,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Marco Rubio,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Mark Cuban,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Michael Avenatti,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Orrin Hatch,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Rahm Emanuel,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Tom Wolf,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Andrew Cuomo,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Ben Shapiro,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Dwayne 'The Rock' Johnson,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
George Clooney,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Joe Kennedy III,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Paul Ryan,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Bob Iger,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Jeb Bush,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Rand Paul,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Ted Cruz,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Mark Zuckerberg,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:29:45.858541
Donald Trump,175.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Bernie Sanders,650.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Joe Biden,650.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Kamala Harris,650.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Beto O'Rourke,900.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Andrew Yang,2200.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Pete Buttigieg,2800.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Elizabeth Warren,3000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Amy Klobuchar,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Cory Booker,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Kirsten Gillibrand,4500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Mike Pence,4500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Nikki Haley,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Michelle Obama,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Howard Schultz,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Julian Castro,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Mitt Romney,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Oprah Winfrey,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Eric Garcetti,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Hillary Clinton,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Marco Rubio,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Mark Cuban,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Michael Avenatti,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Orrin Hatch,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Rahm Emanuel,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Tom Wolf,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Andrew Cuomo,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Ben Shapiro,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Dwayne 'The Rock' Johnson,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
George Clooney,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Joe Kennedy III,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Paul Ryan,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Bob Iger,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Jeb Bush,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Rand Paul,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Ted Cruz,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Mark Zuckerberg,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-28 14:30:18.999754
Donald Trump,175.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Bernie Sanders,650.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Joe Biden,650.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Kamala Harris,650.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Beto O'Rourke,900.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Andrew Yang,2200.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Pete Buttigieg,2800.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Elizabeth Warren,3000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Amy Klobuchar,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Cory Booker,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Kirsten Gillibrand,4500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Mike Pence,4500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Nikki Haley,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Michelle Obama,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Howard Schultz,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Julian Castro,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Mitt Romney,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Oprah Winfrey,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Eric Garcetti,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Hillary Clinton,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Marco Rubio,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Mark Cuban,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Michael Avenatti,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Orrin Hatch,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Rahm Emanuel,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Tom Wolf,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Andrew Cuomo,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Ben Shapiro,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Dwayne 'The Rock' Johnson,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
George Clooney,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Joe Kennedy III,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Paul Ryan,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Bob Iger,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Jeb Bush,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Rand Paul,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Ted Cruz,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Mark Zuckerberg,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-29 10:38:01.189488
Donald Trump,175.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Bernie Sanders,650.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Joe Biden,650.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Kamala Harris,650.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Beto O'Rourke,900.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Andrew Yang,2200.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Pete Buttigieg,2800.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Elizabeth Warren,3000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Amy Klobuchar,3300.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Cory Booker,3300.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Kirsten Gillibrand,4500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Mike Pence,4500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Nikki Haley,5000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Michelle Obama,6600.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Howard Schultz,7500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Julian Castro,7500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Mitt Romney,8000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Oprah Winfrey,8000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Eric Garcetti,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Hillary Clinton,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Marco Rubio,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Mark Cuban,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Michael Avenatti,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Orrin Hatch,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Rahm Emanuel,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Tom Wolf,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Andrew Cuomo,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Ben Shapiro,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Dwayne 'The Rock' Johnson,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
George Clooney,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Joe Kennedy III,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Paul Ryan,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Bob Iger,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Jeb Bush,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Rand Paul,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Ted Cruz,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Mark Zuckerberg,20000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-04-02 08:32:19.419167
Donald Trump,175.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Bernie Sanders,650.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Joe Biden,650.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Kamala Harris,650.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Beto O'Rourke,900.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Andrew Yang,2200.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Pete Buttigieg,2800.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Elizabeth Warren,3000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Amy Klobuchar,3300.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Cory Booker,3300.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Kirsten Gillibrand,4500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Mike Pence,4500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Nikki Haley,5000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Michelle Obama,6600.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Howard Schultz,7500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Julian Castro,7500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Mitt Romney,8000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Oprah Winfrey,8000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Eric Garcetti,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Hillary Clinton,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Marco Rubio,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Mark Cuban,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Michael Avenatti,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Orrin Hatch,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Rahm Emanuel,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Tom Wolf,10000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Andrew Cuomo,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Ben Shapiro,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Dwayne 'The Rock' Johnson,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
George Clooney,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Joe Kennedy III,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Paul Ryan,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Bob Iger,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Jeb Bush,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Rand Paul,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Ted Cruz,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Mark Zuckerberg,20000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-04-04 12:56:17.526167
Donald Trump,120.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Joe Biden,400.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Bernie Sanders,700.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Kamala Harris,1100.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Pete Buttigieg,1200.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Andrew Yang,2000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Elizabeth Warren,2000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Beto O'Rourke,2500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Tulsi Gabbard,3300.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Amy Klobuchar,5000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Cory Booker,5500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
