outcomes,bet_price,title,date
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
George Clooney,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Kanye West,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Elizabeth Warren,425.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Bernie Sanders,900.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Kamala Harris,1600.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Pete Buttigieg,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
George Clooney,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Kanye West,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-06 08:13:18.841096
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Elizabeth Warren,425.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Bernie Sanders,900.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Kamala Harris,1600.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Pete Buttigieg,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
George Clooney,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Kanye West,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-09 08:08:17.995060
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Elizabeth Warren,425.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Bernie Sanders,900.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Kamala Harris,1600.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Andrew Yang,1800.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Pete Buttigieg,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Hillary Clinton,4000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Mike Pence,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
George Clooney,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Kanye West,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-10 08:22:56.354400
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Elizabeth Warren,425.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Bernie Sanders,900.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Kamala Harris,1600.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Andrew Yang,1800.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Pete Buttigieg,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Hillary Clinton,4000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Mike Pence,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
George Clooney,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Kanye West,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-11 17:54:27.513483
Donald Trump,105.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Elizabeth Warren,400.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Joe Biden,550.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Bernie Sanders,900.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Andrew Yang,1500.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Kamala Harris,1600.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Pete Buttigieg,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Hillary Clinton,5000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Mike Pence,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Tulsi Gabbard,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Mark Cuban,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
George Clooney,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Kanye West,90000.0,US Presidential Election 2020 - Odds To Win,2019-09-17 08:49:37.684300
Donald Trump,105.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Elizabeth Warren,400.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Joe Biden,550.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Bernie Sanders,900.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Andrew Yang,1500.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Kamala Harris,1600.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Pete Buttigieg,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Hillary Clinton,5000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Mike Pence,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Tulsi Gabbard,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Mark Cuban,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-09-18 09:07:51.876171
